,Unnamed: 0,textnr,tokenindex,token,vader_score,vader_polarity
0,1,4,1,Howard,0.0,Neutral
1,2,4,2,Gardner,0.0,Neutral
2,3,4,3,was,0.0,Neutral
3,4,4,4,a,0.0,Neutral
4,5,4,5,psychologist,0.0,Neutral
5,6,4,6,best,0.6369,Positive
6,7,4,7,known,0.0,Neutral
7,8,4,8,for,0.0,Neutral
8,9,4,9,developing,0.0,Neutral
9,10,4,10,the,0.0,Neutral
10,11,4,11,theory,0.0,Neutral
11,12,4,12,of,0.0,Neutral
12,13,4,13,multiple,0.0,Neutral
13,14,4,14,intelligences.,0.3818,Positive
14,15,4,15,"Basically,",0.0,Neutral
15,16,4,16,the,0.0,Neutral
16,17,4,17,theory,0.0,Neutral
17,18,4,18,states,0.0,Neutral
18,19,4,19,that,0.0,Neutral
19,20,4,20,the,0.0,Neutral
20,21,4,21,idea,0.0,Neutral
21,22,4,22,of,0.0,Neutral
22,23,4,23,general,0.0,Neutral
23,24,4,24,intelligence,0.4767,Positive
24,25,4,25,or,0.0,Neutral
25,26,4,26,overall,0.0,Neutral
26,27,4,27,intelligence,0.4767,Positive
27,28,4,28,is,0.0,Neutral
28,29,4,29,somewhat,0.0,Neutral
29,30,4,30,inaccurate.,0.0,Neutral
30,31,4,31,This,0.0,Neutral
31,32,4,32,is,0.0,Neutral
32,33,4,33,because,0.0,Neutral
33,34,4,34,people,0.0,Neutral
34,35,4,35,often,0.0,Neutral
35,36,4,36,show,0.0,Neutral
36,37,4,37,intelligence,0.4767,Positive
37,38,4,38,in,0.0,Neutral
38,39,4,39,different,0.0,Neutral
39,40,4,40,areas.,0.0,Neutral
40,41,4,41,He,0.0,Neutral
41,42,4,42,argued,-0.3612,Negative
42,43,4,43,that,0.0,Neutral
43,44,4,44,there,0.0,Neutral
44,45,4,45,are,0.0,Neutral
45,46,4,46,actually,0.0,Neutral
46,47,4,47,different,0.0,Neutral
47,48,4,48,types,0.0,Neutral
48,49,4,49,of,0.0,Neutral
49,50,4,50,intelligence.,0.4767,Positive
50,51,4,51,One,0.0,Neutral
51,52,4,52,type,0.0,Neutral
52,53,4,53,of,0.0,Neutral
53,54,4,54,intelligence,0.4767,Positive
54,55,4,55,that,0.0,Neutral
55,56,4,56,Gardner,0.0,Neutral
56,57,4,57,identified,0.0,Neutral
57,58,4,58,was,0.0,Neutral
58,59,4,59,interpersonal,0.0,Neutral
59,60,4,60,intelligence.,0.4767,Positive
60,61,4,61,People,0.0,Neutral
61,62,4,62,who,0.0,Neutral
62,63,4,63,possess,0.0,Neutral
63,64,4,64,this,0.0,Neutral
64,65,4,65,type,0.0,Neutral
65,66,4,66,of,0.0,Neutral
66,67,4,67,intelligence,0.4767,Positive
67,68,4,68,relate,0.0,Neutral
68,69,4,69,and,0.0,Neutral
69,70,4,70,interact,0.0,Neutral
70,71,4,71,well,0.2732,Positive
71,72,4,72,with,0.0,Neutral
72,73,4,73,others.,0.0,Neutral
73,74,4,74,Intrapersonal,0.0,Neutral
74,75,4,75,"intelligence,",0.4767,Positive
75,76,4,76,on,0.0,Neutral
76,77,4,77,the,0.0,Neutral
77,78,4,78,other,0.0,Neutral
78,79,4,79,"hand,",0.4939,Positive
79,80,4,80,implies,0.0,Neutral
80,81,4,81,that,0.0,Neutral
81,82,4,82,people,0.0,Neutral
82,83,4,83,are,0.0,Neutral
83,84,4,84,in,0.0,Neutral
84,85,4,85,touch,0.0,Neutral
85,86,4,86,with,0.0,Neutral
86,87,4,87,their,0.0,Neutral
87,88,4,88,own,0.0,Neutral
88,89,4,89,feelings.,0.0,Neutral
89,90,4,90,They,0.0,Neutral
90,91,4,91,enjoy,0.4939,Positive
91,92,4,92,thinking,0.0,Neutral
92,93,4,93,about,0.0,Neutral
93,94,4,94,theories,0.0,Neutral
94,95,4,95,and,0.0,Neutral
95,96,4,96,developing,0.0,Neutral
96,97,4,97,their,0.0,Neutral
97,98,4,98,own,0.0,Neutral
98,99,4,99,thoughts,0.0,Neutral
99,100,4,100,and,0.0,Neutral
100,101,4,101,ideas.,0.0,Neutral
101,102,4,102,People,0.0,Neutral
102,103,4,103,who,0.0,Neutral
103,104,4,104,have,0.0,Neutral
104,105,4,105,linguistic,0.0,Neutral
105,106,4,106,intelligence,0.4767,Positive
106,107,4,107,learn,0.0,Neutral
107,108,4,108,best,0.6369,Positive
108,109,4,109,by,0.0,Neutral
109,110,4,110,taking,0.0,Neutral
110,111,4,111,notes,0.0,Neutral
111,112,4,112,and,0.0,Neutral
112,113,4,113,reading,0.0,Neutral
113,114,4,114,textbooks.,0.0,Neutral
114,115,4,115,These,0.0,Neutral
115,116,4,116,people,0.0,Neutral
116,117,4,117,usually,0.0,Neutral
117,118,4,118,excel,0.4588,Positive
118,119,4,119,in,0.0,Neutral
119,120,4,120,traditional,0.0,Neutral
120,121,4,121,academic,0.0,Neutral
121,122,4,122,"environments,",0.0,Neutral
122,123,4,123,as,0.0,Neutral
123,124,4,124,many,0.0,Neutral
124,125,4,125,academic,0.0,Neutral
125,126,4,126,subjects,0.0,Neutral
126,127,4,127,stress,-0.4215,Negative
127,128,4,128,these,0.0,Neutral
128,129,4,129,types,0.0,Neutral
129,130,4,130,of,0.0,Neutral
130,131,4,131,activities.,0.0,Neutral
131,132,4,132,The,0.0,Neutral
132,133,4,133,other,0.0,Neutral
133,134,4,134,types,0.0,Neutral
134,135,4,135,of,0.0,Neutral
135,136,4,136,intelligence,0.4767,Positive
136,137,4,137,are,0.0,Neutral
137,138,4,138,"kinesthetic,",0.0,Neutral
138,139,4,139,"musical,",0.0,Neutral
139,140,4,140,"spatial,",0.0,Neutral
140,141,4,141,and,0.0,Neutral
141,142,4,142,logical.,0.0,Neutral
