,Unnamed: 0,textnr,tokenindex,token,polarity_score,sentiment
0,1,8,1,Hibernation,0.0,Neutral
1,2,8,2,in,0.0,Neutral
2,3,8,3,animals,0.0,Neutral
3,4,8,4,is,0.0,Neutral
4,5,8,5,an,0.0,Neutral
5,6,8,6,extremely,0.0,Neutral
6,7,8,7,fascinating,0.5423,Positive
7,8,8,8,"phenomenon,",0.0,Neutral
8,9,8,9,one,0.0,Neutral
9,10,8,10,that,0.0,Neutral
10,11,8,11,biologists,0.0,Neutral
11,12,8,12,are,0.0,Neutral
12,13,8,13,not,0.0,Neutral
13,14,8,14,yet,0.0,Neutral
14,15,8,15,close,0.0,Neutral
15,16,8,16,to,0.0,Neutral
16,17,8,17,understanding,0.0,Neutral
17,18,8,18,fully.,0.0,Neutral
18,19,8,19,"However,",0.0,Neutral
19,20,8,20,it,0.0,Neutral
20,21,8,21,is,0.0,Neutral
21,22,8,22,quite,0.0,Neutral
22,23,8,23,easy,0.4404,Positive
23,24,8,24,to,0.0,Neutral
24,25,8,25,understand,0.0,Neutral
25,26,8,26,why,0.0,Neutral
26,27,8,27,animals,0.0,Neutral
27,28,8,28,hibernate,0.0,Neutral
28,29,8,29,during,0.0,Neutral
29,30,8,30,the,0.0,Neutral
30,31,8,31,cold,0.0,Neutral
31,32,8,32,winter,0.0,Neutral
32,33,8,33,months.,0.0,Neutral
33,34,8,34,"Usually,",0.0,Neutral
34,35,8,35,it,0.0,Neutral
35,36,8,36,is,0.0,Neutral
36,37,8,37,because,0.0,Neutral
37,38,8,38,their,0.0,Neutral
38,39,8,39,food,0.0,Neutral
39,40,8,40,is,0.0,Neutral
40,41,8,41,quite,0.0,Neutral
41,42,8,42,scarce,0.0,Neutral
42,43,8,43,during,0.0,Neutral
43,44,8,44,this,0.0,Neutral
44,45,8,45,time.,0.0,Neutral
45,46,8,46,Animals,0.0,Neutral
46,47,8,47,that,0.0,Neutral
47,48,8,48,are,0.0,Neutral
48,49,8,49,herbivores,0.0,Neutral
49,50,8,50,will,0.0,Neutral
50,51,8,51,find,0.0,Neutral
51,52,8,52,the,0.0,Neutral
52,53,8,53,winters,0.0,Neutral
53,54,8,54,extremely,0.0,Neutral
54,55,8,55,"tough,",-0.128,Negative
55,56,8,56,because,0.0,Neutral
56,57,8,57,all,0.0,Neutral
57,58,8,58,of,0.0,Neutral
58,59,8,59,the,0.0,Neutral
59,60,8,60,vegetation,0.0,Neutral
60,61,8,61,will,0.0,Neutral
61,62,8,62,have,0.0,Neutral
62,63,8,63,died,-0.5574,Negative
63,64,8,64,off,0.0,Neutral
64,65,8,65,by,0.0,Neutral
65,66,8,66,the,0.0,Neutral
66,67,8,67,time,0.0,Neutral
67,68,8,68,winter,0.0,Neutral
68,69,8,69,arrives.,0.0,Neutral
69,70,8,70,Hibernation,0.0,Neutral
70,71,8,71,is,0.0,Neutral
71,72,8,72,essentially,0.0,Neutral
72,73,8,73,a,0.0,Neutral
73,74,8,74,way,0.0,Neutral
74,75,8,75,of,0.0,Neutral
75,76,8,76,dealing,0.0,Neutral
76,77,8,77,with,0.0,Neutral
77,78,8,78,this,0.0,Neutral
78,79,8,79,food,0.0,Neutral
79,80,8,80,shortage.,-0.25,Negative
80,81,8,81,Animals,0.0,Neutral
81,82,8,82,like,0.3612,Positive
82,83,8,83,birds,0.0,Neutral
83,84,8,84,rely,0.0,Neutral
84,85,8,85,on,0.0,Neutral
85,86,8,86,seeds,0.0,Neutral
86,87,8,87,and,0.0,Neutral
87,88,8,88,small,0.0,Neutral
88,89,8,89,insects,0.0,Neutral
89,90,8,90,for,0.0,Neutral
90,91,8,91,sustenance.,0.0,Neutral
91,92,8,92,"Obviously,",0.0,Neutral
92,93,8,93,these,0.0,Neutral
93,94,8,94,will,0.0,Neutral
94,95,8,95,also,0.0,Neutral
95,96,8,96,be,0.0,Neutral
96,97,8,97,quite,0.0,Neutral
97,98,8,98,scarce,0.0,Neutral
98,99,8,99,in,0.0,Neutral
99,100,8,100,the,0.0,Neutral
100,101,8,101,winter,0.0,Neutral
101,102,8,102,when,0.0,Neutral
102,103,8,103,the,0.0,Neutral
103,104,8,104,ground,0.0,Neutral
104,105,8,105,becomes,0.0,Neutral
105,106,8,106,covered,0.0,Neutral
106,107,8,107,and,0.0,Neutral
107,108,8,108,frozen.,0.0,Neutral
108,109,8,109,Many,0.0,Neutral
109,110,8,110,birds,0.0,Neutral
110,111,8,111,address,0.0,Neutral
111,112,8,112,their,0.0,Neutral
112,113,8,113,upcoming,0.0,Neutral
113,114,8,114,food,0.0,Neutral
114,115,8,115,shortage,-0.25,Negative
115,116,8,116,in,0.0,Neutral
116,117,8,117,quite,0.0,Neutral
117,118,8,118,a,0.0,Neutral
118,119,8,119,different,0.0,Neutral
119,120,8,120,way:,0.0,Neutral
120,121,8,121,they,0.0,Neutral
121,122,8,122,migrate,0.0,Neutral
122,123,8,123,to,0.0,Neutral
123,124,8,124,warmer,0.296,Positive
124,125,8,125,areas,0.0,Neutral
125,126,8,126,where,0.0,Neutral
126,127,8,127,their,0.0,Neutral
127,128,8,128,sources,0.0,Neutral
128,129,8,129,of,0.0,Neutral
129,130,8,130,food,0.0,Neutral
130,131,8,131,will,0.0,Neutral
131,132,8,132,be,0.0,Neutral
132,133,8,133,plentiful.,0.0,Neutral
