"","textnr","tokenindex","token"
"1","1",1,"Samuel"
"2","1",2,"Morse,"
"3","1",3,"best"
"4","1",4,"known"
"5","1",5,"today"
"6","1",6,"as"
"7","1",7,"the"
"8","1",8,"inventor"
"9","1",9,"of"
"10","1",10,"Morse"
"11","1",11,"Code"
"12","1",12,"and"
"13","1",13,"one"
"14","1",14,"of"
"15","1",15,"the"
"16","1",16,"inventors"
"17","1",17,"of"
"18","1",18,"the"
"19","1",19,"telegraph,"
"20","1",20,"was"
"21","1",21,"originally"
"22","1",22,"a"
"23","1",23,"prominent"
"24","1",24,"painter."
"25","1",25,"While"
"26","1",26,"he"
"27","1",27,"was"
"28","1",28,"always"
"29","1",29,"interested"
"30","1",30,"in"
"31","1",31,"technology"
"32","1",32,"and"
"33","1",33,"studied"
"34","1",34,"electrical"
"35","1",35,"engineering"
"36","1",36,"in"
"37","1",37,"college,"
"38","1",38,"Morse"
"39","1",39,"went"
"40","1",40,"to"
"41","1",41,"Paris"
"42","1",42,"to"
"43","1",43,"learn"
"44","1",44,"from"
"45","1",45,"famous"
"46","1",46,"artists"
"47","1",47,"of"
"48","1",48,"his"
"49","1",49,"day"
"50","1",50,"and"
"51","1",51,"later"
"52","1",52,"painted"
"53","1",53,"many"
"54","1",54,"pictures"
"55","1",55,"that"
"56","1",56,"now"
"57","1",57,"hang"
"58","1",58,"in"
"59","1",59,"museums,"
"60","1",60,"including"
"61","1",61,"a"
"62","1",62,"portrait"
"63","1",63,"of"
"64","1",64,"former"
"65","1",65,"President"
"66","1",66,"John"
"67","1",67,"Adams."
"68","1",68,"In"
"69","1",69,"1825,"
"70","1",70,"Morse"
"71","1",71,"was"
"72","1",72,"in"
"73","1",73,"Washington,"
"74","1",74,"D.C.,"
"75","1",75,"painting"
"76","1",76,"a"
"77","1",77,"portrait"
"78","1",78,"of"
"79","1",79,"the"
"80","1",80,"Marquis"
"81","1",81,"de"
"82","1",82,"Lafayette"
"83","1",83,"when"
"84","1",84,"a"
"85","1",85,"messenger"
"86","1",86,"arrived"
"87","1",87,"on"
"88","1",88,"horseback"
"89","1",89,"to"
"90","1",90,"tell"
"91","1",91,"him"
"92","1",92,"that"
"93","1",93,"his"
"94","1",94,"wife"
"95","1",95,"was"
"96","1",96,"gravely"
"97","1",97,"ill"
"98","1",98,"back"
"99","1",99,"at"
"100","1",100,"his"
"101","1",101,"home"
"102","1",102,"in"
"103","1",103,"Connecticut."
"104","1",104,"The"
"105","1",105,"message"
"106","1",106,"had"
"107","1",107,"taken"
"108","1",108,"several"
"109","1",109,"days"
"110","1",110,"to"
"111","1",111,"reach"
"112","1",112,"him"
"113","1",113,"because"
"114","1",114,"of"
"115","1",115,"the"
"116","1",116,"distance."
"117","1",117,"Morse"
"118","1",118,"rushed"
"119","1",119,"to"
"120","1",120,"his"
"121","1",121,"home"
"122","1",122,"as"
"123","1",123,"fast"
"124","1",124,"as"
"125","1",125,"he"
"126","1",126,"could,"
"127","1",127,"but"
"128","1",128,"his"
"129","1",129,"wife"
"130","1",130,"had"
"131","1",131,"already"
"132","1",132,"passed"
"133","1",133,"away"
"134","1",134,"by"
"135","1",135,"the"
"136","1",136,"time"
"137","1",137,"he"
"138","1",138,"arrived."
"139","1",139,"Grief-"
"140","1",140,"stricken,"
"141","1",141,"he"
"142","1",142,"gave"
"143","1",143,"up"
"144","1",144,"painting"
"145","1",145,"and"
"146","1",146,"devoted"
"147","1",147,"the"
"148","1",148,"rest"
"149","1",149,"of"
"150","1",150,"his"
"151","1",151,"life"
"152","1",152,"to"
"153","1",153,"finding"
"154","1",154,"ways"
"155","1",155,"to"
"156","1",156,"transmit"
"157","1",157,"messages"
"158","1",158,"over"
"159","1",159,"long"
"160","1",160,"distances"
"161","1",161,"faster."
