"","textnr","tokenindex","token"
"1","5",1,"The"
"2","5",2,"Internet"
"3","5",3,"has"
"4","5",4,"made"
"5","5",5,"life"
"6","5",6,"a"
"7","5",7,"whole"
"8","5",8,"lot"
"9","5",9,"easier"
"10","5",10,"for"
"11","5",11,"many"
"12","5",12,"people,"
"13","5",13,"but"
"14","5",14,"being"
"15","5",15,"online"
"16","5",16,"also"
"17","5",17,"brings"
"18","5",18,"with"
"19","5",19,"it"
"20","5",20,"very"
"21","5",21,"real"
"22","5",22,"risks."
"23","5",23,"Hackers"
"24","5",24,"can"
"25","5",25,"steal"
"26","5",26,"personal"
"27","5",27,"and"
"28","5",28,"financial"
"29","5",29,"information."
"30","5",30,"There"
"31","5",31,"are"
"32","5",32,"several"
"33","5",33,"precautions"
"34","5",34,"that"
"35","5",35,"computer"
"36","5",36,"users"
"37","5",37,"can"
"38","5",38,"take"
"39","5",39,"to"
"40","5",40,"minimize"
"41","5",41,"the"
"42","5",42,"level"
"43","5",43,"of"
"44","5",44,"risk"
"45","5",45,"that"
"46","5",46,"is"
"47","5",47,"involved"
"48","5",48,"with"
"49","5",49,"being"
"50","5",50,"online."
"51","5",51,"One"
"52","5",52,"of"
"53","5",53,"the"
"54","5",54,"most"
"55","5",55,"obvious"
"56","5",56,"safety"
"57","5",57,"precautions"
"58","5",58,"is"
"59","5",59,"to"
"60","5",60,"purchase"
"61","5",61,"a"
"62","5",62,"good"
"63","5",63,"anti-"
"64","5",64,"virus"
"65","5",65,"and"
"66","5",66,"anti-"
"67","5",67,"spyware"
"68","5",68,"program."
"69","5",69,"Passwords"
"70","5",70,"are"
"71","5",71,"also"
"72","5",72,"a"
"73","5",73,"very"
"74","5",74,"important"
"75","5",75,"part"
"76","5",76,"of"
"77","5",77,"online"
"78","5",78,"security,"
"79","5",79,"and"
"80","5",80,"several"
"81","5",81,"tips"
"82","5",82,"can"
"83","5",83,"help"
"84","5",84,"users"
"85","5",85,"create"
"86","5",86,"more"
"87","5",87,"secure"
"88","5",88,"passwords."
"89","5",89,"First,"
"90","5",90,"they"
"91","5",91,"should"
"92","5",92,"be"
"93","5",93,"something"
"94","5",94,"that"
"95","5",95,"can"
"96","5",96,"easily"
"97","5",97,"be"
"98","5",98,"remembered,"
"99","5",99,"but"
"100","5",100,"they"
"101","5",101,"should"
"102","5",102,"not"
"103","5",103,"be"
"104","5",104,"something"
"105","5",105,"others"
"106","5",106,"can"
"107","5",107,"guess"
"108","5",108,"easily."
"109","5",109,"Your"
"110","5",110,"first"
"111","5",111,"or"
"112","5",112,"last"
"113","5",113,"name,"
"114","5",114,"phone"
"115","5",115,"number,"
"116","5",116,"or"
"117","5",117,"the"
"118","5",118,"name"
"119","5",119,"of"
"120","5",120,"your"
"121","5",121,"street"
"122","5",122,"are"
"123","5",123,"all"
"124","5",124,"bad"
"125","5",125,"choices,"
"126","5",126,"as"
"127","5",127,"people"
"128","5",128,"could"
"129","5",129,"learn"
"130","5",130,"this"
"131","5",131,"information"
"132","5",132,"quite"
"133","5",133,"easily."
"134","5",134,"Longer"
"135","5",135,"passwords"
"136","5",136,"are"
"137","5",137,"more"
"138","5",138,"secure,"
"139","5",139,"and"
"140","5",140,"those"
"141","5",141,"that"
"142","5",142,"use"
"143","5",143,"a"
"144","5",144,"mixture"
"145","5",145,"of"
"146","5",146,"upper"
"147","5",147,"and"
"148","5",148,"lower"
"149","5",149,"case"
"150","5",150,"letters"
"151","5",151,"and"
"152","5",152,"a"
"153","5",153,"combination"
"154","5",154,"of"
"155","5",155,"letters"
"156","5",156,"and"
"157","5",157,"numbers"
"158","5",158,"are"
"159","5",159,"more"
"160","5",160,"secure"
"161","5",161,"than"
"162","5",162,"those"
"163","5",163,"that"
"164","5",164,"do"
"165","5",165,"not."
"166","5",166,"Finally,"
"167","5",167,"passwords"
"168","5",168,"should"
"169","5",169,"be"
"170","5",170,"changed"
"171","5",171,"often."
"172","5",172,"This"
"173","5",173,"can"
"174","5",174,"make"
"175","5",175,"remembering"
"176","5",176,"them"
"177","5",177,"more"
"178","5",178,"difficult,"
"179","5",179,"but"
"180","5",180,"the"
"181","5",181,"extra"
"182","5",182,"effort"
"183","5",183,"is"
"184","5",184,"worth"
"185","5",185,"the"
"186","5",186,"added"
"187","5",187,"security."
